SCAC,Company name,Country,Category
CSHI,CHAGOS TRANSPORT INCORPORATED,USA,Other Players
CKAM,CHAKIAT AGENCIES PRIVATE LIMITED,India,Mid-sized Indian Freight Forwarders
CXGK,CHALLENGER LC DMCC,,Other Players
CBUW,CHAMBERS TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
CFNO,CHAMPION FREIGHT N Z LIMITED,,Mid-sized International Freight Forwarders
CSEG,CHAMPION SUPPLY CHAIN INCORPORATED,USA,Mid-sized International Freight Forwarders
CTNK,CHAMPION TANKERS AS,,Other Players
CDOF,CHAND LOGISTICS,,Mid-sized Indian Freight Forwarders
CHAN,CHANDRIS (HELLAS) INCORPORATED,USA,Other Players
CCNU,CHANG CHUN PETROCHEMICAL COMPANY LIMITED,,Other Players
CGKW,CHANGING LANES LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
CXBO,CHANGXING BAOTAI LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
CJIS,CHANGZHOU JUST INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
CHDA,"CHANGZHOU YICHUANGDA INTERNATIONAL LOGISTICS COMPANY.,LIMITED",,Mid-sized International Freight Forwarders
CTCS,CHANNEL THREE (3) LIMITED LIABILITY COMPANY,USA,Other Players
CICB,CHANY INTERNATIONAL CROSS BORDER,,Mid-sized International Freight Forwarders
CHBW,CHAPARRO TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
CHBG,CHARTER BROKERAGE LIMITED LIABILITY COMPANY,USA,Other Players
CQLE,CHARTER CONTAINER LINE,,NVOCCs
CJHR,CHARTERING RORO LLP,,Other Players
CHKM,CHARTER LINK LOGISTICS LIMITED,,NVOCCs
CHWP,CHARTWORLD MARITIME MANAGEMENT CORPORATION,,Other Players
CWSC,CHARTWORLD SHIPPING CORPORATION,,Other Players
CHHK,CHATHA TRANSPORT SERVICES INCORPORATED,USA,Other Players
CHMM,CH CAMROUTES INCORPORATED,USA,Mid-sized International Freight Forwarders
CCOM,CH COMMANDER,,Other Players
CHRP,CHEEMA TRANSPORT INCORPORATED,USA,Other Players
CHGH,CHEITO'S TRUCKING INCORPORATED,USA,Other Players
CBKM,CHEMBULK OCEAN TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
CKLN,CHEMIKALIEN SEETRANSPORT GMBH,,Other Players
CSBB,CHEMIKALIEN SEETRANSPORT SINGAPORE PTE LIMITED.,,Other Players
CMZM,CHEMIZ TRANSPORT,,Other Players
CQVN,CHEMNAV SHIPMANAGEMENT LIMITED,,Other Players
CBVH,CHEMSHIP B V,,Other Players
CHFC,CHEM STAR SHIPPING PTE LIMITED,,Other Players
CHNQ,CHENIERE MARKETING LIMITED LIABILITY COMPANY,USA,Other Players
CCJL,CHERRYWOOD CABINETS,,US Importer
CWUD,CHESSWORTH DMCC,,Other Players
CEPC,CHEVRON NORTH AMERICA EXPLORATION & PRODUCTION COMPANY,,Other Players
CHVV,CHEVRONTEXACO SHIPPING COMPANY LIMITED LIABILITY COMPANY,USA,Other Players
CKKW,CHIKKO CORPORATION,,Other Players
CNIH,CHINAARTS INTERTRANS (SHANGHAI) COMPANY LIMITED,,Mid-sized International Freight Forwarders
CCFE,CHINA COAST FREIGHT COMPANY LIMITED,,Mid-sized International Freight Forwarders
CNRM,CHINA CONTAINER LINE NORTHERN LIMITED,,NVOCCs
CSDL,CHINA COURIER SERVICES LIMITED,,Mid-sized International Freight Forwarders
CHNL,CHINA ELEC TRANS GUANGDONG COMPANY,,Mid-sized International Freight Forwarders
CEEW,CHINA ELEC TRANS SHANGHAI COMPANY,,Mid-sized International Freight Forwarders
CGBO,CHINA GLOBAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
CGNL,CHINA GREAT LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
CHWI,CHINA HIGHWIN (THAILAND) LIMITED,,Mid-sized International Freight Forwarders
CHQF,CHINA INTERNATIONAL FREIGHT COMPANY LIMITED,,Mid-sized International Freight Forwarders
CHPF,CHINALAND SHIPPING PTE LIMITED,,Other Players
CHVW,"CHINA NAVIGATION COMPANY PTE LIMITED, THE",,Other Players
CHNB,CHINA OCEAN CONTAINER LINES LIMITED,,NVOCCs
CNSV,CHINA SEA FORWARDERS COMPANY LIMITED,,Mid-sized International Freight Forwarders
CSZW,CHINA SMART CARGO SHIPPING (SHENZHEN) COMPANY LIMITED,,Mid-sized International Freight Forwarders
CZSY,CHINA SOC LINES LIMITED,,NVOCCs
CHZP,CHINA STEEL EXPRESS CORPORATION,,Other Players
CHIA,CHINATRANS INTERNATIONAL LIMITED,,Mid-sized International Freight Forwarders
CPJQ,CHINESE-POLISH JOINT STOCK SHIPPING COMPANY IN SHANGHAI,,Other Players
CNVE,CHIOS NAVIGATION (HELLAS) LIMITED,,Other Players
CIMS,"CHISM, R XPRESS LIMITED LIABILITY COMPANY",USA,Other Players
CHLE,CHISM TRANSPORTATION INCORPORATED,USA,Other Players
CHNJ,CHN TRUCKING INCORPORATED,USA,Other Players
CHOS,CHOSUN SHIPPING COMPANY LIMITED,,Other Players
CHSL,CHRISTAL LINES,,NVOCCs
CHGN,CHRIST LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
CHGA,CH TRANSIT LIMITED LIABILITY COMPANY,USA,Other Players
CTRL,CH TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
CHNV,C HUB SUPPLY CHAIN(SHENZHEN) COMPANY LIMITED,,Mid-sized International Freight Forwarders
CHZS,CHUMINAS GRUAS,,Other Players
CJSV,CHUN JEE SHIPPING COMPANY LIMITED,,Other Players
CHYQ,CHURCHILL EQUIP COMPANY INCORPORATED,USA,Other Players
CIBE,C I CONTAINER LINE,,NVOCCs
CTGF,CIC TRADING GROUP INCORPORATED,USA,US Importer
CILR,CIL FREIGHT INCORPORATED,USA,Mid-sized International Freight Forwarders
CAFM,CIMC ANDA SHUN INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
CIMO,CIMC GLOBE SUCCESS LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
CGWE,CIMC GOLD WIDE TECHNOLOGY LOGISTICS GROUP COMPANY LIMITED,,Mid-sized International Freight Forwarders
CIMT,CIMC INTERMODAL DEVELOPMENT COMPANY LIMITED,,Other Players
CIME,CIMC TRANSPACK TECHNOLOGY COMPANY LIMITED,,Other Players
CIYS,CIMC TSD SUPPLY CHAIN SERVICES COMPANY LIMITED,,Mid-sized International Freight Forwarders
CIOE,"CIMC WETRANS LEADING FRESH LOGISTICS TECHNOLOGY (SHANDONG)COMPANY.,LIMITED",,Mid-sized International Freight Forwarders
CWQG,CIMC WETRANS LOGISTICS TECHNOLOGY (HONG KONG) COMPANY LIMITED,,Mid-sized International Freight Forwarders
CJIH,CINCO INTERNATIONAL HONGKONG LIMITED,,Mid-sized International Freight Forwarders
CCXL,CIRCLE EXPRESS LIMITED LIABILITY COMPANY,USA,Other Players
CRWE,CIRCLE FREIGHT INCORPORATED,USA,Mid-sized International Freight Forwarders
CEVV,CIRCLE H HAULING LIMITED LIABILITY COMPANY,USA,Other Players
CJAN,CIRCLE J TRUCKING,,Other Players
PCSX,"CIT GROUP/EQUIPMENT FINANCING INCORPORATED, THE",USA,Other Players
CIFJ,CITI FREIGHT LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
CGMH,CITROSUCO GMBH,,Other Players
CYAG,CITY EXPANSION LIMITED,,Mid-sized International Freight Forwarders
CESP,CITY EXPRESS SHIPPING LIMITED,,Mid-sized International Freight Forwarders
CTYO,CITY OCEAN LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
CULO,CITY UNION LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
CJCA,CJC LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
CJKC,CJ KOREA EXPRESS CORPORATION,,Large International Freight Forwarders
CJAE,CJ LOGISTICS FREIGHT AMERICA,,Large International Freight Forwarders
CFNM,CJP FULFILLMENT LIMITED LIABILITY COMPANY,USA,Other Players
CJXG,CJ SPEEDEX LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
CJGA,CJT LOGISTICS,,Other Players
CCAD,CKX COMPANY LIMITED,,Other Players
CFIJ,CLARE FREIGHT INTERNATIONAL (USA) INCORPORATED,USA,Mid-sized International Freight Forwarders
CBNW,CLARK BROTHERS TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
CQNS,CLASQUIN SHANGHAI LIMITED,,Mid-sized International Freight Forwarders
CQUA,CLASQUIN USA INCORPORATED,USA,Mid-sized International Freight Forwarders
CLBW,CLASSIC FORWARDERS,,Mid-sized International Freight Forwarders
CFHB,CLASSIC FREIGHT SYSTEM,,Mid-sized International Freight Forwarders
CGSJ,CLASSIC LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
CLCD,CL CONSOLIDATORS SERVICES LIMITED,,NVOCCs
CBFE,CLDN COBELFRET S A,,Other Players
CRFN,CLEARFREIGHT,,Mid-sized International Freight Forwarders
CLFH,CLEARFREIGHT JAPAN CORPORATION,,Mid-sized International Freight Forwarders
CSPA,CLEARLAKE SHIPPING PTE LIMITED,,Other Players
CIGV,CLEARPOINT INTERNATIONAL GROUP LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
CLGQ,C & L GLOBAL INCORPORATED,USA,Mid-sized International Freight Forwarders
CKSA,CLICK4SHIP.COM INCORPORATED,USA,Other Players
CPMO,CLINTON TRANSPORTATION LIMITED LIABILITY COMPANY,USA,Other Players
CLPP,CLIPPER BULK SHIPPING LIMITED,,Other Players
CYIB,CLIPPER INTL LOGISTICS (GUANGZHOU) COMPANY LIMITED,,Mid-sized International Freight Forwarders
COBV,C & L LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
CQLI,C & L LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
CLSW,CLN SOLUTIONS LIMITED LIABILITY COMPANY,USA,Other Players
CUOL,CLOUD OCEAN LINE LIMITED,,NVOCCs
CSPY,CL SYNERGY LIMITED,,Mid-sized International Freight Forwarders
CLNF,CLT TRANSPORTATION INCORPORATED,USA,Other Players
CCAR,CLUB CARE,,Other Players
CONC,CLUSTER ONE (1),,Other Players
CMDU,CMA-CGM,,Large International Freight Forwarders
CGMU,CMA-CGM,,Large International Freight Forwarders
CMBV,CMB NV,,Other Players
CMCF,CMB.TECH NV,,Other Players
CMCI,C & M FLEET SERVICES LIMITED LIABILITY COMPANY,USA,Other Players
CMGH,CMG COMMODITIES LIMITED,,Other Players
CGDC,CML GRANDCORP LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
CGYM,CML GRANDSIGHT SUPPLY CHAIN MANAGEMENT COMPANY LIMITED,,Mid-sized International Freight Forwarders
CMUS,CML SUPPLY CHAIN MANAGEMENT COMPANY LIMITED,,Mid-sized International Freight Forwarders
CMQJ,CMS LOGISITICS INCORPORATED,USA,Mid-sized International Freight Forwarders
CLPH,CMS LOGISTICS GROUP COMPANY LIMITED,,Mid-sized International Freight Forwarders
CMSH,CMS SHIPPING INCORPORATED,USA,Mid-sized International Freight Forwarders
CTDF,CMT GLOBAL COMPANY LIMITED,,Mid-sized International Freight Forwarders
CMWV,CMX PRIVATE LIMITED,India,Mid-sized International Freight Forwarders
CZWL,CMZ WORLDWIDE LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
CNOD,CNAN NORD SPA,,Other Players
CGCG,CNC GLOBAL COMPANY LIMITED,,Mid-sized International Freight Forwarders
CZNB,CNC GLOBAL COMPANY LIMITED,,Mid-sized International Freight Forwarders
CSAF,CNC SHIPPING & AIR FREIGHT COMPANY LIMITED,,Mid-sized International Freight Forwarders
CNKJ,CN LINK FREIGHT SERVICES INCORPORATED,USA,Mid-sized International Freight Forwarders
CNRO,CNR INTERNATIONAL INCORPORATED,USA,Mid-sized International Freight Forwarders
CSIH,CNSESEA (SHANGHAI) AIR & SEA COMPANY LIMITED,,Mid-sized International Freight Forwarders
CNWW,CN WORLDWIDE,,Mid-sized International Freight Forwarders
CCKJ,COASTAL CEMENT CORPORATION,,US Importer
CSLM,COASTAL SHIPPING LIMITED,,Other Players
CSIW,COASTAL TRANSPORTATION INCORPORATED,USA,Other Players
CIMQ,COAST ISLAND MARINE LIMITED,,Other Players
CQSE,COAST SHIPLINE LIMITED,,NVOCCs
CGON,COAST TO COAST LOGISTICS INCORPORATED,USA,Other Players
CVHQ,COBELFRET NV,,Other Players
CLDN,COBELFRET PTE LIMITED,,Other Players
CEYV,COBRA ENERGY SERVICES,,Other Players
CBMA,COBRA L MANUFACTURING LIMITED,,Other Players
COMK,COCO MAMA KEKY LIMITED LIABILITY COMPANY,USA,Other Players
CSCG,COCO & SI CORPORATION,,Other Players
CDAD,CODEN TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
CDOD,CODOTRANS INCORPORATED,USA,Mid-sized International Freight Forwarders
CUDO,COEYMANS MARINE TOWING LIMITED LIABILITY COMPANY,USA,Other Players
CQFE,COGI LOGISTIC SOLUTIONS LIMITED LIABILITY COMPANY (NVOCC),USA,NVOCCs
COHE,COHESION FREIGHT (HK) LIMITED,,Mid-sized International Freight Forwarders
CNGL,COLANE LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
CDNV,COLEMAN & DAUGHTERS TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
CBJW,COLI BULK CARRIERS GMBH,,Other Players
CSLV,COLLECTIVE SHIPPERS LIMITED LIABILITY COMPANY,USA,Other Players
CPMK,COLLINS MAIL SERVICE INCORPORATED,USA,Other Players
CODW,COLONIAL ONE (1) (DIVISION OF CENTRANS TRUCK LINES LIMITED LIABILITY COMPANY),USA,Other Players
CDHN,COLUMBIA CONTAINER LINES INCORPORATED,USA,NVOCCs
COSP,COLUMBIA SHIPMANAGEMENT LIMITED,,Other Players
CECT,COMAGE CONTAINER LINES INCORPORATED,USA,NVOCCs
CQDE,COMBI LIFT PROJECTS LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
CBLA,COMBI LINE INTERNATIONAL SPA,,Mid-sized International Freight Forwarders
CFIQ,COMBINED FREIGHT INTERNATIONAL,,Mid-sized International Freight Forwarders
CIDL,COMERCIALIZADORA IMPOC DE MATAMOROS,,Other Players
CGLB,COMEX GROUP LIMITED LIABILITY COMPANY,USA,US Importer
CMML,COMMERCIAL LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
CCLS,COMMERCIAL SERVICES,,Other Players
CSDP,COMMERCIAL SHIPPING AND TRADING COMPANY LIMITED,,Other Players
CMMY,COMMODITY CONTAINER LINES LIMITED,,NVOCCs
CMCL,COMMODORE MARINE COMPANY S A,,Other Players
COMD,COMMODORE SHIPPING COMPANY LIMITED,,Other Players
CPZG,COMMON CENTS DISTRIBUTORS,,Other Players
CPNJ,COMMON PROGRESS COMPANIA NAVIERA SA,,Other Players
CPOQ,COMPACT LOGISTICS CORPORATION,,Mid-sized International Freight Forwarders
CDPQ,COMPAGNIE DU PONANT,,Other Players
CDNN,COMPANHIA DE NAVEGACAO NORSUL,,Other Players
CEHG,COMPASS FREIGHT INCORPORATED,USA,Mid-sized International Freight Forwarders
COMP,COMPASS LINES,,NVOCCs
CTGD,COMPASS TRANSPORTATION GROUP LIMITED LIABILITY COMPANY,USA,Other Players
CPOA,COMPEAN TRUCKING,,Other Players
CXGL,COMPLEX LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
CHSV,COMPREHENSIVE TRANSPORTATION SERVICES INCORPORATED,USA,Mid-sized International Freight Forwarders
CIFQ,CONCEPTS IN FREIGHT INCORPORATED,USA,Mid-sized International Freight Forwarders
CLUA,CONCEPTUM LOGISTICS (USA) LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
CSEB,CONCORDE SHIPPING INCORPORATED,USA,NVOCCs
CRYK,CONCORD FOODS INCORPORATED,USA,US Importer
CCMK,CONCORD MARITIME LIMITED LIABILITY COMPANY,USA,Other Players
CDBQ,CONCORD (TIANJIN) INTERNATIONAL FREIGHT FORWARDER INCORPORATED COMPANY,USA,Mid-sized International Freight Forwarders
CCOQ,CONELY COMPANY,,Other Players
CFHL,CONFIDENCE TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
CNHC,CONNECTICUT SHIPPING INCORPORATED,USA,Mid-sized International Freight Forwarders
CYPH,CONNOLLY-PACIFIC COMPANY,,Other Players
CYGN,CONNOLLY TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
CJFF,"CONNOR, JOHN S INCORPORATED",USA,Mid-sized International Freight Forwarders
CNPS,CONOCOPHILLIPS COMPANY,,Other Players
CLUI,CONQUEST LOGISTICS GROUP LIMITED LIABILITY COMPANY,USA,Other Players
CNVN,CONSERV FS,,Other Players
CSGS,CONSIGNATARIA SAN MIGUEL S A DE,,Other Players
CVAW,CONSOLA VIETNAM COMPANY LIMITED,,Mid-sized International Freight Forwarders
CSFV,CONSOLIDATED FREIGHT SERVICES LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
CWLR,CONSOLIDATED POWERS LIMITED,,Other Players
CSGP,CONSOLIDATION SHIPPING & LOGISTICS PVT LIMITED,India,Mid-sized Indian Freight Forwarders
CLFM,CONSOL LINK COMPANY LIMITED,,Mid-sized International Freight Forwarders
CTLT,CONSOLTAINER LINE TRANSPORT GMBH,,NVOCCs
CEGC,CONTAINER EXPRESS GROUP INCORPORATED,USA,Mid-sized International Freight Forwarders
CSNK,CONTILINES NV,,Other Players
CLSG,CONTI-LINES SHIPPING NV,,Other Players
CPVP,CONTI LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
COQG,CONTINENTAL CARGO SERVICES PVT LIMITED,India,Mid-sized Indian Freight Forwarders
COFG,CONTINENTAL FREIGHT FORWARDING INCORPORATED,USA,Mid-sized International Freight Forwarders
CLSI,CONTINENTAL LOGISTIC SERVICE INCORPORATED,USA,Mid-sized International Freight Forwarders
CQDH,CONTINENTAL SHIPPING LIMITED,,Other Players
COTV,CONTINENTAL VAN LINES,,Other Players
CINE,CONTINENT SOLUTION SYSTEM INCORPORATED,USA,Mid-sized International Freight Forwarders
CPLK,CONVENTIONAL CARRIER SERVICES LIMITED LIABILITY COMPANY,USA,Other Players
CNFG,CONWAY TRUCKING,,Other Players
CKQA,COOKE AQUACULTURE INCORPORATED,USA,US Importer
CKIB,COOK INLET TUG & BARGE LIMITED LIABILITY COMPANY,USA,Other Players
CBFN,COOL BRANCH FARM,,Other Players
CQCY,COOLBULK LIMITED,,Other Players
CCSG,COOL CARRIERS AB,,Other Players
CCXQ,COOL COMPANY MANAGEMENT LIMITED,,Other Players
CFSW,COOL FOUR STARS SERVIVE LIMITED LIABILITY COMPANY,USA,Other Players
COPN,COOP OIL,,Other Players
CGGV,COPELAND GIRLS DISPATCH SERVICES LIMITED LIABILITY COMPANY,USA,Other Players
CPMH,"COPPERSMITH, L E INCORPORATED",USA,Mid-sized International Freight Forwarders
CPHD,COPTIC TRANSPORTATION,,Other Players
CPJN,CORAL SHIPPING COMPANY LIMITED,,Other Players
CESQ,COREANA EXPRESS (SEATTLE) INCORPORATED,USA,Mid-sized International Freight Forwarders
CISD,CORE INDUSTRIAL SERVICES,,Other Players
COEB,CORE TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
CSFI,CORNERSTONE FLOORING,,US Importer
CNSL,CORNERSTONE LOGISTICS,,Mid-sized International Freight Forwarders
CVWK,CORPORACION PRIMAX SA,,Other Players
CFET,CORPORATE FREIGHT,,Mid-sized International Freight Forwarders
CORI,CORRAL LINE A/S,,Other Players
CTHP,CORTEZ TRUCKIN CORPORATION,,Other Players
CYBN,CORY BROTHERS (USA) INCORPORATED,USA,Other Players
CLDH,COSCO LOGISTICS (AMERICAS) INCORPORATED,USA,Large International Freight Forwarders
CQGD,COSCO QINGDAO,,Large International Freight Forwarders
CSNS,COSCO SHIPPING AIR LOGISTICS (GUANGZHOU) COMPANY LIMITED,,Large International Freight Forwarders
CCBC,COSCO SHIPPING BULK COMPANY LIMITED,,Large International Freight Forwarders
CSOM,COSCO SHIPPING ENERGY TRANSPORTATION COMPANY LIMITED,,Large International Freight Forwarders
COSU,COSCO SHIPPING LINES COMPANY LIMITED,,Large International Freight Forwarders
COEU,COSCO SHIPPING LINES (EUROPE) GMBH,,Large International Freight Forwarders
CQSQ,COSCO SHIPPING SPECIALIZED CARRIERS COMPANY LIMITED,,Large International Freight Forwarders
CSPD,COSCO SHIPPING TANKER (SHANGHAI) COMPANY LIMITED,,Large International Freight Forwarders
CXMN,COSCO SHIPPING (XIAMEN) COMPANY LIMITED,,Large International Freight Forwarders
CSFK,"COSMAN, MIKE",,Other Players
CXNC,COSMIC EXPRESS CORPORATION,,Mid-sized International Freight Forwarders
CXIP,COSMO EXPRESS INTERNATIONAL CORPORATION,,Mid-sized International Freight Forwarders
CSJF,COSMO SEA FREIGHT (HK) LIMITED,,Mid-sized International Freight Forwarders
CEHB,COSMOTRADE EXPORTS SA,,Other Players
COCL,COSTA CRUISE LINES INCORPORATED COSTA GROUP,USA,Other Players
CEMG,COSTA EXPRESS LIMITED LIABILITY COMPANY,USA,Other Players
CPHV,C O TRANSPORTATION LIMITED LIABILITY COMPANY,USA,Other Players
CSHV,COUNTESS SHIPPING COMPANY LIMITED,,Other Players
CPCA,COUNTRY PARTNERS COOPERATIVE,,Other Players
CMAH,COYOTAS MALU,,Other Players
CPDV,CPD ALASKA LIMITED LIABILITY COMPANY,USA,Other Players
CPMW,CPD TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
CPIH,CP LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
CPSU,CP SHIPS,,Large International Freight Forwarders
ITAU,CP SHIPS,,Large International Freight Forwarders
CPUV,CPT ALLIANCE LIMITED,,Mid-sized International Freight Forwarders
CPWB,C P WORLD LIMITED LIABILITY COMPANY,USA,NVOCCs
CMJO,CRAFT MULTIMODAL USA LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
CNMQ,CRANE MASTERS INCORPORATED,USA,Other Players
CWWG,CRANE WORLDWIDE LOGISTICS LIMITED LIABILITY COMPANY,USA,Large International Freight Forwarders
CWFP,CRAWFORD ENTERPRISES INCORPORATED,USA,Other Players
CILT,CRESCENT INDUSTRIES LIMITED,,Indian Exporter
CAYD,CREST AGENCY LIMITED,,Other Players
CRFJ,CREST CONTAINER LINES INCORPORATED,USA,NVOCCs
CSNV,CREST CONTAINER LINES PVT LIMITED,India,NVOCCs
CMSW,CRIMSON SHIPPING COMPANY INCORPORATED,USA,Other Players
CTKG,CRIS TRANS INCORPORATED,USA,Other Players
CBSO,CRITICAL BROKERAGE SERVICES LIMITED LIABILITY COMPANY,USA,Other Players
CKFG,CROCKETT FREIGHT LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
CRVS,CRONOS LOGISTICS USA LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
CCGJ,CROSS CHARTERING N V,,Other Players
CJCQ,CROSS CONTINENTS TRANS INCORPORATED,USA,Mid-sized International Freight Forwarders
CRRB,CROSS COUNTRY CANADA SUPPLIES & RENTALS INCORPORATED,CANADA,Other Players
CFKD,CROSS FREIGHT DMCC,,Mid-sized International Freight Forwarders
CKXP,CROSS-LINK SUPPLY CHAIN SOLUTIONS INCORPORATED,USA,Mid-sized International Freight Forwarders
CRLQ,CROSS LOGISTICS LIMITED,,Mid-sized International Freight Forwarders
CSPG,CROSSMAP CORPORATION,,Other Players
CWQN,CROWLEY CARIBBEAN LOGISTICS LIMITED LIABILITY COMPANY,USA,Large International Freight Forwarders
CWLQ,CROWLEY CARIBBEAN SERVICES LIMITED LIABILITY COMPANY,USA,Large International Freight Forwarders
CLAM,CROWLEY LATIN AMERICA SERVICES LIMITED LIABILITY COMPANY,USA,Large International Freight Forwarders
CAMN,CROWLEY LINER SERVICES INCORPORATED,USA,Large International Freight Forwarders
CWYG,"CROWLEY LOGISTICS, INCORPORATED",USA,Large International Freight Forwarders
CWSP,CROWLEY MARINE SOLUTIONS INCORPORATED,USA,Large International Freight Forwarders
CWPS,CROWLEY PETROLEUM SERVICES INCORPORATED,USA,Large International Freight Forwarders
CPRC,CROWLEY PUERTO RICO SERVICES INCORPORATED,USA,Large International Freight Forwarders
CFUI,CROWNFU LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
CPXM,CROWN PHOENIX DISTRIBUTION LIMITED LIABILITY COMPANY,USA,Other Players
CWSG,CROWN SHIPPING LIMITED,,Other Players
CWNC,CROWN TANKERS PTE LIMITED,,Other Players
CRYC,CROWN WHEEL SHIPPING LIMITED,,NVOCCs
COST,CRS ONE SOURCE,,Other Players
CIVT,CRUDE INVESTMENTS,,Other Players
CMQM,CRUISE MANAGEMENT INTERNATIONAL INCORPORATED,USA,Other Players
CORO,CRUISE OPERATOR INCORPORATED,USA,Other Players
CJLP,"CRUZ, J L TRANSPORTATION LIMITED LIABILITY COMPANY",USA,Other Players
CWDP,CRUZ WORLD SHIPPING,,Mid-sized International Freight Forwarders
CRMS,CRWS,,Other Players
CCST,CRYSTAL CROWN SHIPPING LIMITED,,NVOCCs
CVJD,CRYSTAL CRUISES LIMITED,,Other Players
CRUV,CRYSTAL CRUISES LIMITED,,Other Players
CMDA,CRYSTAL MARITIME TRADING (MALTA) LIMITED,,Other Players
CYSF,CRYSTAL SEA SHIPPING COMPANY LIMITED,,Other Players
CSDD,CSCL GLOBAL LIMITED,,Large International Freight Forwarders
CSCV,CSC SUGAR LIMITED LIABILITY COMPANY,USA,US Importer
